indx	film	id	screens	runtime	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story
2020	Thoda Tum Badlo Thoda Hum	1828	40	0	Romance	0	Ushakiron Movies	Arya Babbar|Shriya Saran|Ashok Saraf|Kiran Karmarkar	Esmayeel Shroff	Ramoji Rao	Amar Mohile	Ibrahim Ashik|Nitin Raikwar|Nida Fazli	none	none	none
2021	Shorgul	3315	600	132	Drama	0	24 FPS Films Production	Jimmy Shergill|Ashutosh Rana|Hiten Tejwani|Suha Gezen	Pranav Kumar Singh|Jitendra Tiwari	Swatantra Vijay Singh|Vyas Verma	Niladri Kumar|Lalit Pandit|Arjun Nair	none	none	none	none
2022	Beti No.1	732	8	143	Drama	0	A. Saptrishi Films	Govinda|Rambha|Aruna Irani|Prem Chopra	T. Rama Rao	T.K. Rajiv Kumar	Viju Shah	Dev Kohli|Maya Govind	Santosh Saroj	Santosh Saroj	none
2023	Men Not Allowed	1571	18	106	Drama	0	Shri Vardan Pictures	Nassar Abdulla|Payal Rohatgi|Tarun Arora|Tina Mazumdar	Shrey Srivastava	Avinash Agarwal|Arya Ved Prakash	Sanjeev Srivastava	Shaheen Iqbal|Dean	Shrey Srivastava	none	none
2024	Santa Banta Pvt. Ltd.	3266	550	113	Comedy	0	Cinetek Telefilms Pvt. Ltd|Viacom 18 Motion Pictures	Boman Irani|Vir Das|Neha Dhupia|Lisa Haydon	Akashdeep	Sheeba	Jassi Katyal|Amjad-Nadeem|Jaidev Kumar	Shabbir Ahmed|Kumaar	none	none	none
2025	Ishq Junoon - The Heat Is On	3426	150	113	Drama	0	Shantketan Films|Vinr Films	Rajbeer Singh|Divya Singh|Akshay Rangshahi|Raj Aryan	Sanjay Sharma	Vinay Gupta|Anuj Sharma	Jeet Ganguly|Vardan Singh|Ankit Tiwari|Anjan Bhattacharya	none	none	none	none
2026	Krantiveer - The Revolution	935	350	120	Drama	0	White City Entertainment Pvt. Ltd.	Samir Aftab|Jahan Bloch|Aditya Rajput|Harsh Rajput	Mehul Kumar	Shekhar Shetty	Sachin-Jigar	Sameer	Mehul Kumar	Mehul Kumar	Mehul Kumar
2027	Titoo MBA	2409	150	120	Comedy	0	Batra Showbiz|Beatrix Entertainment|Kapil Batra Production	Nishant Dahiya|Pragya Jaiswal|Abhishek Kumar|Puja Ballutia	Amit Vats	Mayank Patel|Rajan Batra	Arjuna Harjai|Leonard Victor	Surabhi Dashputra|Kumaar	none	none	none
2028	Ramayana The Epic	980	225	100	Other	0	Maya Entertainment Ltd.	none	Chetan Desai	Deepa Sahi	Shaarang Dev	Ramendra Mohan Tripathi	Rituraj Ramendra Tripathi	Chetan Desai	Rituraj Ramendra Tripathi
2029	Hum Deewane Pyar Ke	2085	15	148	Romance	0	Anup Jalota	Ronit Roy|Harsha Mehra|Aashif Sheikh|Reema Lagoo	Amitava Bhattacharya	Anup Jalota|Dilip Mirpuri	Anup Jalota	Rani Malik	Amitava Bhattacharya	Amitava Bhattacharya	none
2030	Gudgudee	2694	15	137	Comedy	0	Plus Films	Anupam Kher|Pratibha Sinha|Jugal Hansraj|Satish Kaushik	Basu Chatterjee	none	Bappi Lahiri	Amit Khanna|Yogesh	Basu Chatterjee	Basu Chatterjee	Dharmanand Joshi
2031	Hazaaron Khwaishein Aisi	535	35	120	Drama	0	Pritish Nandy Communications	Kay Kay Menon|Chitrangda Singh|Shiney Ahuja|Ram Kapoor	Sudhir Mishra	Pritish Nandy	Shantanu Moitra	none	Ruchi Narain|Sudhir Mishra|Shiv Subramaniyam	Ruchi Narain	Sudhir Mishra|Shiv Kumar Subramanium|Ruchi Narain
2032	Vodka Diaries	3702	425	117	Drama	0	K'Scope Entertainment Pvt. Ltd.|Vishalraj Films and Production Pvt. Ltd.	Kay Kay Menon|Raima Sen|Mandira Bedi|Shaarib Hashmi	Kushal Srivastava	Vishal Raj|Vishal Karkera|Kushal Srivastava|Vivek Sudhindra Kulshrestha|Atul Pupneja	Parvaaz	none	none	none	none
2033	Love At Times Square	569	25	140	Romance	0	Navketan International Films	Dev Anand|Heenee Kaushik|Shoeb Khan|Chaitanya Chaudhary	Dev Anand	Dev Anand	Bappi Lahiri|Lucky Ali|Aadesh Shrivastava|Rajesh Roshan|Adnan Sami	none	none	none	none
2034	Sikandar	1107	250	114	Thriller	0	Big Pictures|Cine Raas Entertainment Pvt. Ltd.|Sudhir Mishra	Parzan Dastur|Ayesha Kapoor|Sanjay Suri|R. Madhavan	Piyush Jha	Sudhir Mishra	Sandesh Shandilya|Shankar-Ehsaan-Loy|Justin-Uday	Kumaar|Prasoon Joshi	none	none	none
2035	Laali Ki Shaadi Mein Laaddoo Deewana	3499	700	130	Comedy	0	Star Entertainment Pvt. Ltd.	Vivaan Shah|Akshara Hassan|Gurmeet Choudhary|Kavitta Verma	"Manish Harishankar	"	T.P. Aggarwal|Rahul Aggarwal	Revant-Siddharth|Malini Awasthi|Vipin Patwa|Arko Pravo Mukherjee	none	none	none	none
2036	6 - 5 = 2	2399	400	105	Thriller	0	Mars Inc	Prashant Gupta|Ashrut Jain|Gaurav Kothari|Disha Kapoor	Bharat Jain	Bharat Jain	none	none	none	none	none
2037	Videsh	164	110	106	Drama	0	B.R. Films|Hamilton Mehta Productions	Preity Zinta	Deepa Mehta	Ravi Chopra|David Hamilton	Mychael Danna	none	Deepa Mehta	Deepa Mehta	none
2038	Meri Aashiqui	1671	10	122	Drama	0	Sidatar Films|Suman Films International	Rahul Roy|Manish Mathur|Janki Shah|Mriga Saklani	P. Jitendra	Iqbal Sidatar|Tarang Agrawal	Nishad Vaidya	Manoj Darpan	P. Jitendra	P. Jitendra	none
2039	Detective Naani	1072	100	142	Drama	0	Bombay Duck Films	Ava Mukherji|Zain Khan|Simran Singh|Amrita Raichand	Romilla Mukherjee	Jolly Mukherjee|Urmilla Chatterjee|Romilla Mukherjee	Romilla Mukherjee|Jolly Mukherjee	Romilla Mukherjee	none	none	none
2040	The Stoneman Murders	999	175	98	Thriller	0	Kaleidoscope Entertainment Pvt. Ltd.|Vistaar Religare Film Fund	Kay Kay Menon|Arbaaz Khan|Rukhsar|Veerendra Saxena	Manish Gupta	Sheetal Vinod Talwar|Bobby Bedi	Siddharth-Suhas	Kumaar|Manish Gupta	Manish Gupta	none	none
2041	Raag Desh	3571	625	137	Drama	0	Raj Aman Productions	Kunal Kapoor|Amit Sadh|Mohit Marwah|Kenny Desai	Tigmanshu Dhulia	Gurdeep Singh Sappal	Rana Mazumder|Siddharth Pandit	Sandeep Nath|Revant Shergill	Pramod Singh	none	none
2042	Master	704	15	146	Action	0	Navketan International Films	Suneil Anand|Leher Kala|Aashif Sheikh|Khalid Sabri	Suneil Anand	Suneil Anand	Viju Shah	Rajesh Johri	Suneil Anand	Suneil Anand	Rajesh Johri
2043	Nirdosh	3701	550	110	Thriller	0	UV Films	Arbaaz Khan|Manjari Fadnis|Ashmit Patel|Mahek Chahal	Subroto Paul|Pradeep Rangwani	Pradeep Rangwani	Liyaqat Ajmeri|Harry Anand	Amit Khan|Shakeel Azmi	none	none	none
2044	Mumbai Salsa	1504	70	136	Drama	0	ASA Productions & Enterprises Pvt. Ltd.	Vir Das|Ray Irani|Indraneil Sengupta|Dilip Thadeshwar	Manoj Tyagi	Bhagwati Gabrani|Surendra Sharma|Amita Bishnoi	Adnan Sami	Sameer|Adnan Sami	none	none	none
2045	Barood - The Fire A Love Story	983	25	134	Action	0	Snehajog Films	Suneil Shetty|Shilpa Shirodkar|Mukesh Khanna|Kiran Kumar	Jagdish C. Pandey	Sadhan Kumar Das|Ullhas Mhatre	Bhoopi-Kanakraj	Ravi Chopra|Pradeep Raj	Chintoo Bihani	none	none
2046	Chakradhaar	1057	250	120	Action	0	Sir JVM Movies	Abhishek Anand|Urvashi Sharma|Rajesh Shringharpure|Mrinalini Sharma	Dharam Prakash|Shakur Sir	Bharat Anand	Anand Raj Anand|Jatin Pandit	Sameer|Anand Raj Anand	none	none	none
2047	Irada	3469	500	110	Drama	0	Irada Entertainment	Naseeruddin Shah|Arshad Warsi|Divya Dutta|Sharad Kelkar	Aparnaa Singh	Falguni Patel|Prince Soni	Neeraj Shridhar	Sameer	Aparnaa Singh|Anushka Rajan	none	none
2048	Nanhe Jaisalmer	256	125	109	Drama	0	Dharam Motion Pictures|Eros International|K Sera Sera Productions Ltd.	Bobby Deol|Dwij Yadav|Prateeksha Lonkar|Sharat Saxena	Samir Karnik	none	Himesh Reshammiya	Sameer	Eklavya Singh Bhati|Samir Karnik	Aseem Arora|Eklavya Singh Bhati	none
2049	Hot Money	1569	18	116	Drama	0	Calvin Films	Tarun Arora|Nilanjana|Divya Dwivedi|Tom Alter	Rakesh Sawant	Nick Patel	Bappi-Tutal	Sandeep Nath	Nisar Akhtar	Nisar Akhtar|Bobby Khan	none
2050	Tapish	986	7	146	Drama	0	N.S. Films International	Tara Deshpande|Ellora Patnaik|Parvin Dabas|Bobby Pooniya	Jay Prakash	Yatinder Singhal	Kishore Sharma	Dev Kohli|Rajesh Johri	Jay Prakash	Pradeep Ghatak	none
2051	Sonali Cable	2330	525	127	Drama	0	Bombay Mania Production Pvt. Ltd.|Ramesh Sippy Entertainment	Rhea Chakraborty|Ali Fazal|Anupam Kher|Raghav Juyal	Charudutt Acharya	Roopa De Choudhury|Ramesh Sippy|Kamia Malhotra|Rohan Sippy	Daniel B. George|Falak Shabir	none	none	none	none
2052	Sar Ankhon Par	2366	15	130	Drama	0	Kaleidoscope Entertainment Pvt. Ltd.|Pinnacle Entertainment Pvt. Ltd.	Anuj Saxena|Anoushka Shankar|Keith Stevenson|Dilip Joshi	Gyan Sahay	Vivek Vaswani	Jatin-Lalit	Indeevar|Vinoo Mahendra|Anwar Sagar	Vivek Vaswani	none	none
2053	Nishaan - The Mark	1578	25	127	Thriller	0	Anup Jalota	Kapil Jhaveri|Pratiksha Patel|Rajat Bedi|Ronit Roy	Sharad Chaudhary	Anup Jalota|Ravi Bhushan Wadhawan	Jeet Ganguly|Anup Jalota	Shyam Anuragi	Anil Kalekar	none	none
2054	Neighbours	2204	225	123	Thriller	0	Ramsay Entertainment	Sunny Singh|Hritu Dudani|Gavie Chahal|Arbaaz Ali Khan	Shyam Ramsay	Shyam Ramsay|Subhash Dawar	Deepak Shah	none	Shyam Ramsay	Yunus Khan	Shyam Ramsay
2055	Hanuman Vs Mahiravana	3788	500	91	Other	0	Green Gold Pictures	none	Ezhil Vendan	Rajiv Chilaka|Samir Jain|Srinivas Chilakalapudi	none	none	Narayanan Vaidyanathan	none	Narayanan Vaidyanathan
2056	Barah Aana	1005	125	106	Drama	0	Bandra West Pictures	Naseeruddin Shah|Vijay Raaz|Arjun Mathur|Jayati Bhatia	Raja Krishna Menon	Raja Krishna Menon|Raj Yerasi|Giulia Achilli	Shri Rangaras	none	Raja Krishna Menon	Raj Kumar Gupta	none
2057	Ankhon Dekhi	2208	150	107	Drama	0	Mithya Talkies	Sanjay Mishra|Rajat Kapoor|Seema Pahwa|Taranjeet Kaur	Rajat Kapoor	Manish Mundra	Sagar Desai	Varun Grover	Rajat Kapoor	Rajat Kapoor	Rajat Kapoor
2058	Everybody Says I'm Fine	1996	10	103	Drama	0	Insight Productions	Rehaan Engineer|Koel Puri|Rahul Bose|Pooja Bhatt	Rahul Bose	Vivek Vaswani	Zakir Hussain	none	Rahul Bose	Rahul Bose	Rahul Bose
2059	A Scandall	3307	200	110	Thriller	0	Let's Ring the Bell Productions	Reeth Mazumder|Johnny Baweja|Manav Kaul|Tanvi Vyas	Ishaan Trivedi	none	Bappi-Tutal|Arko Pravo Mukherjee|Amjad-Nadeem|Ikka	Sameer|Ishaan Trivedi	none	none	none
2060	Ranchi Diaries	3626	575	96	Drama	0	Actor Prepares|Coconut Motion Pictures|Pho3nix Film Factorie	Himansh Kohli|Soundarya Sharma|Taaha Shah|Jimmy Shergill	Sattwik Mohanty	Anupam Kher|Rashmin Mathija	Jeet Ganguly|Tony Kakkar|Bobby-Imran|Nickk Sharma	none	none	none	none
2061	Biwi Aur Padosan	2050	12	101	Comedy	0	Prakash Enterprises	Dharmendra Rana|Bindu Kamat|Madhu Priya|Laxmikant Berde	Pappu Bahruz	N.S. Negi	Vijay Batalvi	Vijay Batalvi	Malhar Singh	Malhar Singh	Malhar Singh
2062	Guru Mahaguru	1242	10	130	Action	0	PK Arts Creation Films Ltd.	Naseeruddin Shah|Om Puri|Ashutosh Rana|Mukul Dev	T.L.V. Prasad	Alok Shrivastava	Bappa Lahiri	Sudhakar Sharma|Maya Govind	Meeraq Mirza	Meeraq Mirza	none
2063	Shola Aur Barood	2071	10	112	Drama	0	J.K. Movies International	Satnam Kaur|Amit Pachori|Rani Sinha|Anil Nagrath	Teerat Singh Johar	Sarabjit Chowdhary	Dheeraj Sen	Taufeeq Paalvi	Teerat Singh Johar	Prem Kumar Sharma	Prem Kumar Sharma
2064	Mumbai Godfather	1672	20	115	Action	0	J-71 Studio Pvt. Ltd.|Seven Mountain Movies Pvt. Ltd.	Vikram Singh|Rinku Ghosh|Govind Namdeo|Seema Biswas	Deepak Balraj Vij	Jitendra Shukla	Shri Rangaras	Farhad|Deepak Balraj Vij	Deepak Balraj Vij	Deepak Balraj Vij	none
2065	Summer 2007	201	125	166	Thriller	0	Atul Productions	Sikander Kher|Gul Panag|Yuvika Chaudhary|Arjan Bajwa	Suhail Tatari	Atul Pandey	Gourov Dasgupta	Vibha Singh|Gourov Dasgupta	Bijesh Jayarajan	Bijesh Jayarajan	none
2066	The Adventure Of Haunted House	1118	25	100	Thriller	0	Pyramid Production	Sanket More|Piu Chauhan|Karan Mishra|Pradeep Kabra	Salim Raza	Jatin Bhagat	Sayyed Ahmed	none	Salim Raza	Salim Raza	Salim Raza
2067	Badmashiyaan - Fun Never Ends	2720	500	128	Comedy	0	VRG Motion Pictures Pvt. Ltd.	Suzanna Mukherjee|Sidhant Kapur|Karan Mehra|Shaarib Hashmi	Amit Khanna	none	Bobby-Imran	Shabbir Ahmed	Kushal Ved Bakshi	Kushal Ved Bakshi	Kushal Ved Bakshi
2068	Retake	1611	10	115	Other	0	Hollywood Bollywood Entertainment	Arayan Singh|Sangita Tiwari|Urvashi|Dinesh Hingoo	Ravi Sinha	Makhan Singh|Dhiru Bhai|A.K.	Babu Kishen|S. Paul	Ravi Chopra	none	none	none
2069	I Don't Luv U	1272	200	116	Romance	0	Amrapali Media Vision Pvt. Ltd.	Ruslan Mumtaz|Chetna Pande|Murli Sharma|Ravi Khemu	Amit Kasaria	Anil Kumar Sharma	Amit Kasaria	Amit Kasaria|Pallavi Mishra	Amit Kasaria	Amit Kasaria	none
2070	Chand Ke Paar Chalo	1586	30	151	Romance	0	Creative Channel	Saahib|Preeti Jhangiani|Shakti Kapoor|Alok Nath	Mustafa Engineer	Babar Chopra	Vishnu Narayan	Rishi Azad|Sani Aslam|Afsar Azad|Babubhai	none	none	none
2071	Ek Se Mera Kya Hoga	1566	12	119	Other	0	Shagun Film Creation	Samir Kochhar|Payal Rohatgi|Sangita Tiwari|Tanvi Verma	T.L.V. Prasad	Ramesh Agarwal	Gunwant Sharma	none	T.L.V. Prasad	T.L.V. Prasad	Anoop Shrivastava
2072	Strangers	261	100	100	Drama	0	Indorama Films|Sahara One Motion Pictures	Jimmy Shergill|Kay Kay Menon|Sonali Kulkarni|Nandana Sen	Anand L. Rai	Uday Tiwari	Vinay Tiwari	Javed Akhtar	Himanshu Sharma|Gaurav Sinha	Himanshu Sharma	none
2073	The President Is Coming	221	35	104	Drama	0	Ramesh Sippy Entertainment	Konkona Sen Sharma|Shernaz Patel|Shivani Tanksale|Anand Tiwari	Kunaal Roy Kapur	Rohan Sippy	none	none	Anuvab Pal	Anuvab Pal	Anuvab Pal
2074	The Mistress Of Spices	304	50	92	Drama	0	Balle Pictures|Capitol Films|Ingenious Films Partners|Isle Of Man Films|Kintop Pictures	Aishwarya Rai|Dev-Ashish|Ayesha Dharkar|Shashi Ahuja	Somnath Sen	Amol Mhatre|Anil Manumdar	Mahesh Balraj	none	none	Amol Mhatre|Somnath Sen	none
2075	Phir Tauba Tauba	1312	60	109	Comedy	0	Pushpa Movie	Rahul Roy|Saadhika|Hitesh Kripalani|Amin Gazi	T.L.V. Prasad	none	Nazakat-Shujat|Vinay Kapadia	Shabbir Ahmed|Tejpal Kaur	T.L.V. Prasad	T.L.V. Prasad	none
2076	Bal Ganesh	1510	80	100	Other	0	Astute Media Vision|Shemaroo Entertainment	none	Pankaj Sharma	Pankaj Sharma|Smita Maroo	Shamir Tandon|Sanjay Dhakan	Rajendra Mehra|Shabbir Ahmed	none	none	none
2077	Mazaa Mazaa...	1691	30	99	Comedy	0	Shagun Film Creation	Payal Rohatgi|Farid Amiri|Shivani Singh|Vishwajeet Pradhan	T.L.V. Prasad	Ramesh K. Doshi	Arun Daga	Praveen Bhardwaj|Vijay Akela	T.L.V. Prasad	T.L.V. Prasad	none
2078	Siskiyaan	1663	65	106	Thriller	0	Rama Entertainment Pvt. Ltd.	Neha Dhupia|Sonu Sood|Sachin Khedekar|Preeti Puri	Ashwini Chaudhary	Guddu Dhanoa|Sunil Saini|Deepak Sharma	Dilip Sen-Sameer Sen	Nida Fazli	Sanjay Chauhan	none	none
2079	Soundtrack	842	225	132	Drama	0	Saregama	Rajeev Khandelwal|Soha Ali Khan|Mrinalini Sharma|Mohan Kapoor	Neerav Ghosh	Apurv Nagpal	Vishal Vaid|Karsh Kale|Midival Punditz|Ankur Tewari|Kailash Kher	none	none	none	none
2080	Raja Bhai Lagey Raho	1645	12	117	Comedy	0	M.M. Arts Group	Ravi Kissen|Rajiv Avasthi|Chittaranjan Giri|Sangeeta Kapure	Dinesh Avasthi	William Hunt	John T. Hunt|Nishad Vaidya	Vimal Kashyap|Dinesh Avasthi	Dinesh Avasthi	none	none
2081	Charlie Kay Chakkar Mein	3121	550	110	Thriller	0	High Ground Enterprise|Picture Thoughts Production Pvt. Ltd.	Naseeruddin Shah|Anand Tiwari|Amit Sial|Manasi Rachh	Manish Shrivastava	Karan Arora	Manish Tipu|Gurinder Seagal|Vishal Mishra|Harry Anand|Rohit Kulkarni	none	none	none	none
2082	Kushti	977	200	120	Comedy	0	SRK Entertainment & Movies Pvt. Ltd.|Venus Records & Tapes Pvt. Ltd.	Rajpal Yadav|Nargis Bagheri|Om Puri|Sharat Saxena	T.K. Rajiv Kumar	none	Tauseef Akhtar|Srinivas K.	Sameer|Shami	T.K. Rajiv Kumar	T.K. Rajiv Kumar	none
2083	Mission Mumbai	1870	20	117	Drama	0	Nine O'Clock International Films	Sonu Sood|Ashutosh Rana|Mukesh Khanna|Nawab Shah	Rajiv S. Ruia	Naresh K. Mehta	Dilip Sen-Sameer Sen	Abhishek Ray|Aslam Sani	Rajiv S. Ruia	Rajiv S. Ruia	none
2084	Hum Hain Premi	2755	15	142	Romance	0	Ajay Dixit Films Syndicate	Kamal Sadanah|Shilpa Shirodkar|Prem Chopra|Bindu	Ajay Dixit	Ajay Dixit|Arjun Dixit|Sanjay Dixit|Vijay Dixit	Shyam-Surendra	Rani Malik	none	none	none
2085	Jeena Hai Toh Thok Daal	1062	325	136	Drama	0	Rash Production Pvt. Ltd.	Ravi Kissen|Manish Vatsalya|Yashpal Sharma|Rahul Kumar	Manish Vatsalya	Aparna Hoshing	Siddhant Madhav|Shadaab-Abhik	Manish Vatsalya|Arafat Mehmood|Saurabh Choudhary	none	none	none
2086	Hide & Seek	905	275	102	Thriller	0	Moser Baer India Ltd.	Purab Kohli|Samir Kochhar|Arjan Bajwa|Ayaz Khan	Shawn Arranha	Laxmi Singh|Apoorva Lakhia	Chirantan Bhatt|Gourov Dasgupta	Ravi Basnet|Prashant Ingole	none	none	none
2087	Www.Sheetal Bhabhi.com	870	175	100	Comedy	0	Super Fine Pictures	Jatin Grewal|Hina Rehman|Monalisa|Shakti Kapoor	C.M. Jain	Mahendra Dhariwal	Gunwant Sharma	Shyam Dehati	Yunus Sajawal	Yunus Sajawal	Yunus Sajawal
2088	Mirza Juuliet	3502	550	125	Thriller	0	Falansha Media Pvt. Ltd.|Green Apple Media|Shemaroo Entertainment	Darshan Kumaar|Pia Bajpai|Chandan Roy Sanyal|Priyanshu Chatterjee	Rajesh Ram Singh	Ketan Maroo|Neeraj Kumar Burman|Amit Singh	Krsna	Sandeep Nath	Shanti Bhushan	none	none
2089	Daal Mein Kuch Kaala Hai!	1136	125	116	Comedy	0	D. Bali Movies Pvt. Ltd.	Jackie Shroff|Veena Malik|Anand Balraj|Vijay Raaz	Anand Balraj	Urvashi Bali|Deepak Bali	Aabfm	Anand Balraj	Anand Balraj	Anand Balraj	none
2090	Sun Zarra.....	1600	35	126	Romance	0	Aftab Pictures Pvt. Ltd.	Mithun Chakraborty|Sameer Aftab|Anjana Sukhani|Renuka Shahane	Rohit Nayyar	Salim Akhtar	Sandesh Shandilya	Anil Pandey	Rohit Nayyar	Rohit Nayyar	Nikhil Mishra
2091	Nanak Shah Fakir	2848	275	144	Other	0	Gurbani Media	Arif Zakaria|Puneet Sikka|Adil Hussain|Anurag Arora	Sartaj Singh Pannu	Harinder Sikka	Uttam Singh	none	Amrit Basra	Sagar Sarhadi	none
2092	What The Fish	1935	350	114	Comedy	0	Lightforms Pictures|Tipping Point Films|Viacom 18 Motion Pictures	Dimple Kapadia|Sumit Suri|Sabina Cheema|Manu Rishi Chadha	Gurmmeet Singh	K.R. Harish|Kumud Shahi Malik	Amartya Rahut|Dhruv Dhalla|Sandeep Chatterjee|Indraneel Hariharan	none	none	none	none
2093	Meeruthiya Gangsters	3029	425	128	Comedy	0	Friday To Friday Entertainers & Media Pvt. Ltd.|Prateek Entertainments	Jaideep Ahlawat|Aakash Dahiya|Jatin Sarna|Shadab Kamal	Zeeshan Quadri	Shoeb Ahmed|Prateek Tiwari|Prashant Tiwari	Siddhant Madhav	Kumaar|Arafat Mehmood	none	none	none
2094	Missing	3745	450	120	Thriller	0	Abundantia Entertainment|Anand Pandit Motion Pictures|Friday Filmworks Pvt. Ltd.|Manoj Bajpayee Productions Pvt. Ltd.|Shri Adhikari Brothers	Tabu|Manoj Bajpai|Annu Kapoor|Priyanka Setia	Mukul Abhyankar	Shabana Raza Bajpayee|Roopa Pandit|Vikram Malhotra|Anand Pandit|Shital Bhatia	M.M. Kreem	none	none	none	none
2095	Runway	1089	80	103	Thriller	0	J71 Entertainment Pvt. Ltd.	Amarjeet|Tulip Joshi|Lucky Ali|Deepal Shaw	Sunil Tiwari|Praful Tiwari	Rita J. Shukla	Shamir Tandon	Shabbir Ahmed	none	Sanjay Joshi|Praful Tiwari	none
2096	Koi Hai...	1901	15	99	Thriller	0	K.V. Films	Aman Verma|Rinku Ghosh|Shweta Menon|Pramod Moutho	Rajiv S. Ruia	Vinod Vaidya	Dilip Sen-Sameer Sen	Asad Ajmeri|Jaffer Sagar|Nawab Arzoo	Rajiv S. Ruia	none	none
2097	Yeh Mera India	1108	150	133	Drama	0	N. Chandra Productions Pvt. Ltd.|Pen India Pvt. Ltd.	Anupam Kher|Atul Kulkarni|Milind Gunaji|Pravin Dabbas	N. Chandra	N. Chandra|Dhaval Jayantilal Gada	Siddharth-Suhas|Kavita Seth	Aasrif Dehlvi|Kavita Seth	none	none	none
2098	Meri Mohabbat Mera Naseeba	2906	12	133	Romance	0	Shanoop Arts Asiatic International	Ravi Behl|Sanchi|Anupam Kher|Sujata Mehta	Kamal Sahani	T.S. Saluja	Anand-Milind	Sameer	Partho Mukherjee	Anis Javed	Partho Mukherjee
2099	Ankur Arora Murder Case	1283	300	129	Thriller	0	BVG Films|Dhanraj Films Pvt. Ltd.	Kay Kay Menon|Tisca Chopra|Arjun Mathur|Vishakha Singh	Suhail Tatari	Dhanraj Jethani	Inder Bawra|Sunny Bawra|Chirantan Bhatt|Gourov Dasgupta	Suhail Tatari	none	none	none
2100	Hum Dum	1744	30	140	Romance	0	Sarvodaya Visuals	Romit Raaj|Anjana Sukhani|Ranvir Shorey|Shammi	Kushan Nandy	Kushan Nandy|Kiran Shroff	Sujeet Shetty|Rajesh Roy	Surendra Mishra|Shaheen Iqbal	none	none	none
2101	Shakal Pe Mat Ja	854	275	138	Comedy	0	Ipix Movies|Linc Entertainment	Shubh|Chitrak Bandyopadhyay|Harsh Parekh|Pratik Katare	Shubh	Sarita Jalan	Salim-Sulaiman	Nitin Kumar Gupta|Shraddha Pandit|Ravi Raj	Shubh	none	none
2102	Kasak	1666	75	106	Drama	0	Archana Media Pvt. Ltd.	Lucky Ali|Meera|Puneet Issar|Mukesh Tiwari	Rajiv Babbar	none	M.M. Kreem	Sameer	Rajiv Babbar	Sanjay Masoom|Rajiv Babbar|Niraj Sahi	none
2103	Gauri The Unborn	1512	80	98	Thriller	0	Myth Productions	Atul Kulkarni|Rituparna Sengupta|Anupam Kher|Mohan Azaad	Abu Akbar	Amit Mohan	Raju Singh	none	Abu Akbar	Mohan Azaad|K. Gireesh Kumar	Mohan Azaad
2104	1 13 7 - Ek Tera Saath	3421	450	119	Romance	0	Baba Motion Pictures Pvt. Ltd.|Eyefaa Studio	Sharad Malhotra|Hritu Dudani|Melanie Nazereth|Deep Raj Rana	Arshad Siddiqui	V. Nazareth|Pradeep K. Sharma	Nawab Khan|Ali Piku|Sunil Singh|Liyaqat Ajmeri	none	none	none	none
2105	Deewana Main Deewana	1233	200	129	Romance	0	Prafull Saklecha|Sangeeta Pictures	Govinda|Priyanka Chopra|Nasir Khan|Prem Chopra	K.C. Bokadia	Amit Bokadia|Prafull Saklecha	Bappi Lahiri	K.C. Bokadia|Maya Govind	K.C. Bokadia	none	none
2106	Miss India - The Mystery	1889	30	127	Thriller	0	Rukamani Arts	Inder Kochar|Manoj Verma|Raaj Hussein|Prashant	Pradeep Maini	Suresh Sharma	Anand-Milind	Ibrahim Ashik|Kumar Gill	Pradeep Maini	Pradeep Maini	none
2107	Jia Aur Jia	3634	275	92	Drama	0	AB Sweden|AR Films|Connecting Bollywood|Trilogic Digital Media Ltd.	Kalki Koechlin|Richa Chaddha|Arslan Goni|Sudhanshu Pandey	Howard Rosemeyer	Mirza N. Askari	Sachin Gupta|Nisschal Zaveri	Mudassar Aziz|Raqeeb Alam	Farahjaan Sheikh	none	none
2108	Kaashi	5527	625	125	Drama	0	Insite India	Sharman Joshi|Aishwarya Dewan|Priyanka Singh|Govind Namdeo	Dhiraj Kumar	Manish Kishore|Vinit Singh|Shravan Kumar Agarwal|Dhiraj Kumar	DJ Emenes|Raaj Aashoo	none	none	none	none
2109	Kya Dilli Kya Lahore	2237	400	98	Drama	0	Picture Thoughts Production Pvt. Ltd.|Wave Cinemas	Vijay Raaz|Manu Rishi Chadha|Raj Zutshi|Vishwajeet Pradhan	Vijay Raaz	Karan Arora	Sandesh Shandilya	Gulzar	Manu Rishi Chadha|Aseem Arora|Pratham Jolly	none	none
2110	Saare Jahaan Se Mehnga	680	325	108	Comedy	0	Revel Films Pvt. Ltd.	Sanjay Mishra|Zakir Hussain|Visshwa Badola|Sitaram Panchal	Anshul Sharma	Ashok Pandey	Manish Tipu	Naveen Tyagi	Rupesh Thapliyal|Vijay Manral	Rupesh Thapliyal	none
2111	1971	355	85	160	Drama	0	Sagar Art Films Pvt. Ltd.	Manoj Bajpai|Ravi Kissen|Piyush Mishra|Deepak Dobriyal	Amrit Sagar	Amrit Sagar|Moti Sagar	Akash Chopra	Zaheer Anwar|Gopaldas Neeraj|Dev Kohli	none	none	none
